"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS"
"ADNIGO","BCCOUGH","BLSCHECK","Baseline Symptoms Checklist","14. Coughing","N","1","1=Absent; 2=Present",""
"ADNIGO","BCPALPIT","BLSCHECK","Baseline Symptoms Checklist","15. Palpitations","N","1","1=Absent; 2=Present",""
"ADNIGO","BCCHEST","BLSCHECK","Baseline Symptoms Checklist","16. Chest pain","N","1","1=Absent; 2=Present",""
"ADNIGO","BCURNDIS","BLSCHECK","Baseline Symptoms Checklist","17. Urinary discomfort (e.g., burning)","N","1","1=Absent; 2=Present",""
"ADNIGO","BCURNFRQ","BLSCHECK","Baseline Symptoms Checklist","18. Urinary frequency","N","1","1=Absent; 2=Present",""
"ADNIGO","BCANKLE","BLSCHECK","Baseline Symptoms Checklist","19. Ankle swelling","N","1","1=Absent; 2=Present",""
"ADNIGO","BCMUSCLE","BLSCHECK","Baseline Symptoms Checklist","20. Musculoskeletal pain","N","1","1=Absent; 2=Present",""
"ADNIGO","BCRASH","BLSCHECK","Baseline Symptoms Checklist","21. Rash","N","1","1=Absent; 2=Present",""
"ADNIGO","BCINSOMN","BLSCHECK","Baseline Symptoms Checklist","22. Insomnia","N","1","1=Absent; 2=Present",""
"ADNIGO","BCDPMOOD","BLSCHECK","Baseline Symptoms Checklist","23. Depressed mood","N","1","1=Absent; 2=Present",""
"ADNIGO","BCCRYING","BLSCHECK","Baseline Symptoms Checklist","24. Crying","N","1","1=Absent; 2=Present",""
"ADNIGO","BCELMOOD","BLSCHECK","Baseline Symptoms Checklist","25. Elevated mood","N","1","1=Absent; 2=Present",""
"ADNIGO","BCWANDER","BLSCHECK","Baseline Symptoms Checklist","26. Wandering","N","1","1=Absent; 2=Present",""
"ADNIGO","BCFALL","BLSCHECK","Baseline Symptoms Checklist","27. Fall","N","1","1=Absent; 2=Present",""
"ADNIGO","BCOTHER","BLSCHECK","Baseline Symptoms Checklist","28. Other","N","1","1=Absent; 2=Present",""
"ADNIGO","ID","CDR","Clinical Dementia Rating","Record ID","N","38","""crfname"",""Clinical Dementia Rating"",""indexes"",""adnigo_cdr_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","CDR","Clinical Dementia Rating","","N","10 digits","",""
"ADNIGO","RID","CDR","Clinical Dementia Rating","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","CDR","Clinical Dementia Rating","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","CDR","Clinical Dementia Rating","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","CDR","Clinical Dementia Rating","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","CDR","Clinical Dementia Rating","","N","1 digit","",""
"ADNIGO","VERIFY","CDR","Clinical Dementia Rating","","N","1 digit","",""
"ADNIGO","USERID","CDR","Clinical Dementia Rating","","T","100 characters","",""
"ADNIGO","USERDATE","CDR","Clinical Dementia Rating","Date record created","S","100 digits","",""
"ADNIGO","USERID2","CDR","Clinical Dementia Rating","","T","100 characters","",""
"ADNIGO","USERDATE2","CDR","Clinical Dementia Rating","Date record last updated","S","100 digits","",""
"ADNIGO","CDMEMORY","CDR","Clinical Dementia Rating","Memory Score","N","2,1","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDORIENT","CDR","Clinical Dementia Rating","Orientation Score","N","2,1","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDJUDGE","CDR","Clinical Dementia Rating","Judgment and Problem Solving Score","N","2,1","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDCOMMUN","CDR","Clinical Dementia Rating","Community Affairs Score","N","2,1","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDHOME","CDR","Clinical Dementia Rating","Home and Hobbies Score","N","2,1","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDCARE","CDR","Clinical Dementia Rating","Personal Care Score","N","2,1","0.0=0.0;1.0=1.0;2.0=2.0;3.0=3.0",""
"ADNIGO","CDGLOBAL","CDR","Clinical Dementia Rating","Global CDR","N","2,1","",""
"ADNIGO","CDSOURCE","CDR","Clinical Dementia Rating","Information Source","N","1","1=Participant Visit;2=Telephone Call",""
"ADNIGO","ID","CELLIMORT","Immortalization Cell Collection","Record ID","N","38","""crfname"",""Immortalization Cell Collection"",""indexes"",""adnigo_cellimort_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","CELLIMORT","Immortalization Cell Collection","","N","10 digits","",""
"ADNIGO","RID","CELLIMORT","Immortalization Cell Collection","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","CELLIMORT","Immortalization Cell Collection","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","CELLIMORT","Immortalization Cell Collection","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","CELLIMORT","Immortalization Cell Collection","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","CELLIMORT","Immortalization Cell Collection","","N","1 digit","",""
"ADNIGO","VERIFY","CELLIMORT","Immortalization Cell Collection","","N","1 digit","",""
"ADNIGO","USERID","CELLIMORT","Immortalization Cell Collection","","T","100 characters","",""
"ADNIGO","USERDATE","CELLIMORT","Immortalization Cell Collection","Date record created","S","100 digits","",""
"ADNIGO","USERID2","CELLIMORT","Immortalization Cell Collection","","T","100 characters","",""
"ADNIGO","USERDATE2","CELLIMORT","Immortalization Cell Collection","Date record last updated","S","100 digits","",""
"ADNIGO","CLCOLL","CELLIMORT","Immortalization Cell Collection","Was sample collected?","N","1","1=Yes;0=No",""
"ADNIGO","EXAMDATE","CELLIMORT","Immortalization Cell Collection","Date of Blood Draw","D","10","",""
"ADNIGO","CLTIME","CELLIMORT","Immortalization Cell Collection","Time of Blood Draw","T","4","",""
"ADNIGO","CLFEDEXDT","CELLIMORT","Immortalization Cell Collection","Date Fedexed","D","10","",""
"ADNIGO","CLFEDEX","CELLIMORT","Immortalization Cell Collection","Fedex Tracking Number","N","12","",""
"ADNIGO","CLVOLUME","CELLIMORT","Immortalization Cell Collection","Total Volume of Blood Drawn into 2 x 8.5 mL ACD-A (Yellow Top) Tubes","N","3,1","",""
"ADNIGO","ID","CLIELG","Clinician Verification","Record ID","N","38","""crfname"",""Clinician Verification"",""indexes"",""adnigo_clielg_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","CLIELG","Clinician Verification","","N","10 digits","",""
"ADNIGO","RID","CLIELG","Clinician Verification","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","CLIELG","Clinician Verification","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","CLIELG","Clinician Verification","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","CLIELG","Clinician Verification","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","CLIELG","Clinician Verification","","N","1 digit","",""
"ADNIGO","VERIFY","CLIELG","Clinician Verification","","N","1 digit","",""
"ADNIGO","USERID","CLIELG","Clinician Verification","","T","100 characters","",""
"ADNIGO","USERDATE","CLIELG","Clinician Verification","Date record created","S","100 digits","",""
"ADNIGO","USERID2","CLIELG","Clinician Verification","","T","100 characters","",""
"ADNIGO","USERDATE2","CLIELG","Clinician Verification","Date record last updated","S","100 digits","",""
"ADNIGO","INCLUSION","CLIELG","Clinician Verification","Does the participant fail to meet any of the inclusion criteria for new EMCIs? <a target=""_blank"" href=""/docs/studydocs/Procedures Manual/ADNIGO Inclusion, Exclusion Criteria_current.pdf""> link to protocol inclusion/exclusion criteria</a>","N","1","1=Yes; 0=No",""
"ADNIGO","FAILINCLU","CLIELG","Clinician Verification","If yes, which criteria does the participant fail to meet:","T","100","1=1. Memory complaint that is verified by a study partner. ;2=2. Score on Logical Memory II a. 9-11 for 16+ yrs of education. b. 5-9 for 8-15 yrs of education. c. 3-6 for 0-7 yrs of education. ;3=3. Mini-Mental State Exam score between 24 and 30 (inclusive). ;4=4. Clinical Dementia Rating = 0.5. Memory Box score must be at least 0.5. ;5=5. General cognition and functional performance sufficiently preserved. ;6=6. Stability of Permitted Medications for 4 weeks.  ;7=7. Geriatric Depression Scale less than 6. ;8=8. Age between 55-90 (inclusive). ;9=9. Study partner with 10+ hrs/week of contact and can accompany the subject to all clinic visits. ;10=10. Visual and auditory acuity adequate for neuropsychological testing. ;11=11. Good general health with no diseases expected to interfere with the study. ;12=12. Subject is not pregnant, lactating, or of childbearing potential. ;13=13. Willing and able to participate in a longitudinal imaging study. ;14=14. Hachinski less than or equal to 4. ;15=15. Sixth grade education or good work history. ;16=16. Speaks English or Spanish fluently. ;17=17. Willing and able to undergo repeated MRIs (3T) and at least two PET scans (FDG and Amyloid imaging). ;18=18. Agrees to collection of blood for GWAS, APOE testing and DNA banking. ;19=19. Agrees to collection of blood for biomarker testing. ;20=20. Agrees to at least one lumbar puncture for the collection of CSF.",""
"ADNIGO","EXCLUSION","CLIELG","Clinician Verification","Does the participant meet any exclusion criteria for new EMCIs? <a target=""_blank"" href=""/docs/studydocs/Procedures Manual/ADNIGO Inclusion, Exclusion Criteria_current.pdf""> link to protocol inclusion/exclusion criteria</a>","N","1","1=Yes; 0=No",""
"ADNIGO","FAILEXCLU","CLIELG","Clinician Verification","If yes, which criteria does the participant meet:","T","100","1=1. Any significant neurologic disease other than suspected incipient Alzheimer's disease. ;2=2. Screening MRI with evidence of infection, infarction, other focal lesions, or multiple lacunes in critical memory structures. ;3=3. Presence of pacemakers, aneurysm clips, artificial heart valves, ear implants, metal fragments or foreign objects in the eyes, skin or body. ;4=4. Major depression, bipolar disorder within the past 1 year; Psychotic features, agitation or behavioral problems within the last 3 months. ;5=5. History of schizophrenia. ;6=6. History of alcohol or substance abuse or dependence within 2 yrs. ;7=7. Any significant systemic illness or unstable medical condition that could lead to difficulty complying with the protocol. ;8=8. Clinically significant abnormalities in B12, or TFTs that might interfere with the study. ;9=9. Residence in skilled nursing facility. ;10=10. Current use of specific psychoactive medications; current use of Warfarin. ;11=11. Investigational agents are prohibited one month prior to entry and for the duration   of the trial. ;12=12. Participation in clinical studies involving neuropsychological measures being collected more than one time per year. ;13=13. Current or recent participation in any procedures involving radioactive agents leading to annual radiation exposure exceeding CFR limits.",""
"ADNIGO","CENROLL","CLIELG","Clinician Verification","Based on my review:","N","1","1=Participant is eligible for enrollment in the protocol; 0=Participant should be excluded from the protocol",""
"ADNIGO","CRAND","CLIELG","Clinician Verification","Does the participant continue to meet all the screening criteria?","N","1","1=Yes; 0=No",""
"ADNIGO","CDATE","CLIELG","Clinician Verification","Date of Approval or Denial","D","10","",""
"ADNIGO","CCOMM","CLIELG","Clinician Verification","Comments:","T","1000","",""
"ADNIGO","CPASSWD","CLIELG","Clinician Verification","I certify that I am using my own personal username and password and understand that by using my username and password, I am authorizing this electronic signature to be the legally binding equivalent of my handwritten signature executed on paper. Enter Your Password:","T","20","",""
"ADNIGO","CEMRI","CLIELG","Clinician Verification","Does Screening MRI have evidence of infection, infarction, other focal lesions, or multiple lacunes in critical memory structures?","N","1","1=Yes; 0=No",""
"ADNIGO","CONTINCLU","CLIELG","Clinician Verification","Does the participant fail to meet any of the inclusion criteria for ADNI1 continuing participants? <a target=""_blank"" href=""/docs/studydocs/Procedures Manual/ADNIGO Inclusion, Exclusion Criteria_current.pdf""> link to protocol inclusion/exclusion criteria</a>","N","1","1=Yes; 0=No",""
"ADNIGO","CONTFAILI","CLIELG","Clinician Verification","If yes, which criteria does the participant fail to meet:","T","100","1=1. Must have been enrolled and followed in ADNI for at least one year.  Original diagnosis must have been MCI or Normal control.;2=2. Willing and able to continue to participate in an ongoing longitudinal study. ;3=3. Study partner with 10+ hrs/week of contact and can accompany the subject to all clinic visits.",""
"ADNIGO","CONTEXCLU","CLIELG","Clinician Verification","Does the participant meet any of the exclusion criteria for ADNI1 continuing participants? <a target=""_blank"" href=""/docs/studydocs/Procedures Manual/ADNIGO Inclusion, Exclusion Criteria_current.pdf""> link to protocol inclusion/exclusion criteria</a>","N","1","1=Yes; 0=No",""
"ADNIGO","CONTFAILE","CLIELG","Clinician Verification","If yes, which criteria does the participant meet:","T","100","1=1. Current or recent participation in any procedures involving radioactive agents leading to annual radiation exposure exceeding CFR limits.",""
"ADNIGO","ID","CLIREV","Clinician Review","Record ID","N","38","""crfname"",""Clinician Review"",""indexes"",""adnigo_clirev_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","CLIREV","Clinician Review","","N","10 digits","",""
"ADNIGO","RID","CLIREV","Clinician Review","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","CLIREV","Clinician Review","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","CLIREV","Clinician Review","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","CLIREV","Clinician Review","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","CLIREV","Clinician Review","","N","1 digit","",""
"ADNIGO","VERIFY","CLIREV","Clinician Review","","N","1 digit","",""
"ADNIGO","USERID","CLIREV","Clinician Review","","T","100 characters","",""
"ADNIGO","USERDATE","CLIREV","Clinician Review","Date record created","S","100 digits","",""
"ADNIGO","USERID2","CLIREV","Clinician Review","","T","100 characters","",""
"ADNIGO","USERDATE2","CLIREV","Clinician Review","Date record last updated","S","100 digits","",""
"ADNIGO","CLIPASS","CLIREV","Clinician Review","If the visit is complete, please indicate below.","N","1","1=The visit is complete to my satisfaction.",""
"ADNIGO","CLIDATE","CLIREV","Clinician Review","Approval Date","D","10","",""
"ADNIGO","CLICOMM","CLIREV","Clinician Review","Comments:","T","1000","",""
"ADNIGO","CLIPASSWD","CLIREV","Clinician Review","I certify that I am using my own personal username and password and understand that by using my username and password, I am authorizing this electronic signature to be the legally binding equivalent of my handwritten signature executed on paper. Enter Your Password:","T","50","",""
"ADNIGO","ID","CSFMETH","Method of CSF Collection","Record ID","N","38","""crfname"",""Method of CSF Collection"",""indexes"",""adnigo_csfmeth_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","CSFMETH","Method of CSF Collection","","N","10 digits","",""
"ADNIGO","RID","CSFMETH","Method of CSF Collection","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","CSFMETH","Method of CSF Collection","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","CSFMETH","Method of CSF Collection","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","CSFMETH","Method of CSF Collection","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","CSFMETH","Method of CSF Collection","","N","1 digit","",""
"ADNIGO","VERIFY","CSFMETH","Method of CSF Collection","","N","1 digit","",""
"ADNIGO","USERID","CSFMETH","Method of CSF Collection","","T","100 characters","",""
"ADNIGO","USERDATE","CSFMETH","Method of CSF Collection","Date record created","S","100 digits","",""
"ADNIGO","USERID2","CSFMETH","Method of CSF Collection","","T","100 characters","",""
"ADNIGO","USERDATE2","CSFMETH","Method of CSF Collection","Date record last updated","S","100 digits","",""
"ADNIGO","NEEDLESIZE","CSFMETH","Method of CSF Collection","Needle used:","N","2","6=18g; 7=19g Quincke (sharp beveled) needle;1=20g Quincke (sharp beveled) needle;8=21g Quincke (sharp beveled) needle;2=22g Quincke (sharp beveled) needle;9=23g Quincke (sharp beveled) needle;10=24g Quincke (sharp beveled) needle;3=25g Quincke (sharp beveled) needle;12=19g Sprotte (atraumatic) needle;13=20g Sprotte (atraumatic) needle;14=21g Sprotte (atraumatic) needle;4=22g Sprotte (atraumatic) needle;16=23g Sprotte (atraumatic) needle; 5=24g Sprotte (atraumatic) needle; 17=25g Sprotte (atraumatic) needle",""
"ADNIGO","COLTUBETYP","CSFMETH","Method of CSF Collection","Type of collection tube used","N","1","1=Polypropylene; 2=Polystyrene",""
"ADNIGO","SHPTUBETYP","CSFMETH","Method of CSF Collection","Type of tube used for shipping","N","1","1=Polypropylene; 2=Polystyrene",""
"ADNIGO","TUBEMIN","CSFMETH","Method of CSF Collection","If collected in polystyrene and shipped in polypropylene, please provide estimated amount of time CSF remained in polystyrene collection tube","N","5","0..1440",""
"ADNIGO","INTERSPACE","CSFMETH","Method of CSF Collection","LP was performed at the:","N","1","1=L3-L4 inter space;2=L2-L3 inter space",""
"ADNIGO","PTPOSITION","CSFMETH","Method of CSF Collection","Patient Position:","N","1","1=Sitting, leaned over (preferred);2=Lying, curled up on side",""
"ADNIGO","DONE","CSFMETH","Method of CSF Collection","Was CSF collected?","N","1","1=Yes; 0=No",""
"ADNIGO","REASON","CSFMETH","Method of CSF Collection","If no, please provide reason why CSF was not collected:","N","1","1=Illness;2=Participant unavailable;3=Participant Unwilling;8=Administrative Problems;4=Withdrawn consent;5=Other (specify)",""
"ADNIGO","REASONO","CSFMETH","Method of CSF Collection","If other, specify:","T","100","",""
"ADNIGO","ID","DATADIC","","Record ID","N","38","""crfname"","""",""indexes"",""adnigo_datadic_ind=FLDNAME,TBLNAME"",""notnullcols"",""ID,FLDNAME,TBLNAME""",""
"ADNIGO","SX","DATADIC","","","N","10","",""
"ADNIGO","FLDNAME","DATADIC","","","T","10","",""
"ADNIGO","TBLNAME","DATADIC","","","T","10","",""
"ADNIGO","CRFNAME","DATADIC","","","T","100","",""
"ADNIGO","QUESTION","DATADIC","","","T","10","",""
"ADNIGO","TEXT","DATADIC","","","T","1500","",""
"ADNIGO","STATUS","DATADIC","","","T","20","",""
"ADNIGO","DEPRULE","DATADIC","","","T","30","",""
"ADNIGO","TYPE","DATADIC","","","T","1","",""
"ADNIGO","LENGTH","DATADIC","","","T","20","",""
"ADNIGO","DECIML","DATADIC","","","N","5","",""
"ADNIGO","RANGEVAL","DATADIC","","","T","5000","",""
"ADNIGO","RANGESQL","DATADIC","","","T","200","",""
"ADNIGO","RANGEPRL","DATADIC","","","T","5000","",""
"ADNIGO","UNITS","DATADIC","","","T","30","",""
"ADNIGO","CODE","DATADIC","","","T","2000","",""
"ADNIGO","NOTES","DATADIC","","","T","500","",""
"ADNIGO","LAYOUT","DATADIC","","","T","2000","",""
"ADNIGO","OBJID","DATADIC","","","N","38","",""
"ADNIGO","COLID","DATADIC","","","N","38","",""
"ADNIGO","RANGEJSCPT","DATADIC","","","T","1000","",""
"ADNIGO","NAVJSCPT","DATADIC","","","T","1000","",""
"ADNIGO","FTYPE","DATADIC","","","T","2","",""
"ADNIGO","TAB","DATADIC","","","N","2","",""
"ADNIGO","DE","DATADIC","","","N","2","",""
"ADNIGO","MC","DATADIC","","","T","500","",""
"ADNIGO","VISIBLEVAL","DATADIC","","","T","2000","",""
"ADNIGO","VISIBLE","DATADIC","","","T","2000","",""
"ADNIGO","LOGVISIBLE","DATADIC","","","N","2","",""
"ADNIGO","MTBLNAME","DATADIC","","","T","10","",""
"ADNIGO","SUBTBLNAME","DATADIC","","","T","10","",""
"ADNIGO","POPJSCPT","DATADIC","","","T","1000","",""
"ADNIGO","GRID","DATADIC","","","T","1000","",""
"ADNIGO","DEF","DATADIC","","","T","1000","",""
"ADNIGO","CONF","DATADIC","","","T","30000","",""
"ADNIGO","ID","DXSUM","Diagnostic Summary","Record ID","N","38","""crfname"",""Diagnostic Summary"",""indexes"",""adnigo_dxsum_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","DXSUM","Diagnostic Summary","","N","10 digits","",""
"ADNIGO","USERID2","VIOLOG","Protocol Deviations Log","","T","100 characters","",""
"ADNIGO","RID","DXSUM","Diagnostic Summary","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","DXSUM","Diagnostic Summary","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","DXSUM","Diagnostic Summary","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","DXSUM","Diagnostic Summary","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","DXSUM","Diagnostic Summary","","N","1 digit","",""
"ADNIGO","VERIFY","DXSUM","Diagnostic Summary","","N","1 digit","",""
"ADNIGO","USERID","DXSUM","Diagnostic Summary","","T","100 characters","",""
"ADNIGO","USERDATE","DXSUM","Diagnostic Summary","Date record created","S","100 digits","",""
"ADNIGO","USERID2","DXSUM","Diagnostic Summary","","T","100 characters","",""
"ADNIGO","USERDATE2","DXSUM","Diagnostic Summary","Date record last updated","S","100 digits","",""
"ADNIGO","EXAMDATE","DXSUM","Diagnostic Summary","Date Form Completed","D","10","",""
"ADNIGO","EXAMINIT","DXSUM","Diagnostic Summary","Physician Initials","T","3","",""
"ADNIGO","DXCHANGE","DXSUM","Diagnostic Summary","1.  Which best describes the participant's change in cognitive status from last visit to current visit:","N","1","1=Stable: NL to NL; 2=Stable: MCI to MCI; 3=Stable: Dementia to Dementia; 4=Conversion: NL to MCI; 5=Conversion: MCI to Dementia; 6=Conversion: NL to Dementia; 7=Reversion: MCI to NL; 8=Reversion: Dementia to MCI; 9=Reversion: Dementia to NL",""
"ADNIGO","VERIFY","VITALS","Vital Signs","","N","1 digit","",""
"ADNIGO","USERID","VITALS","Vital Signs","","T","100 characters","",""
"ADNIGO","DXMDES","DXSUM","Diagnostic Summary","2a.  MCI features (select all that apply):","T","20","1=MCI - Memory features (amnestic); 2=MCI - Non-memory features (non-amnestic)",""
"ADNIGO","SCHEDULE","VISITS","","","T","100","",""
"ADNIGO","XOVER","VISITS","","","T","50","",""
"ADNIGO","DXMPTR1","DXSUM","Diagnostic Summary","If MCI - Memory features, complete the following (Petersen Criteria, see procedures manual for details):<p />i. Subjective memory complaint","N","1","1=Yes; 0=No",""
"ADNIGO","ENTRY","VITALS","Vital Signs","","N","1 digit","",""
"ADNIGO","DXMPTR2","DXSUM","Diagnostic Summary","ii. Informant memory complaint","N","1","1=Yes; 0=No",""
"ADNIGO","ATTRIBS","VISITS","","","T","200","",""
"ADNIGO","DXMPTR3","DXSUM","Diagnostic Summary","iii. Normal general cognitive function","N","1","1=Yes; 0=No; 2=Marginal",""
"ADNIGO","VISCODE2","VITALS","Vital Signs","Translated visit code","T","20 characters","",""
"ADNIGO","ID","VITALS","Vital Signs","Record ID","N","38","""crfname"",""Vital Signs"",""indexes"",""adnigo_vitals_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","DXMPTR4","DXSUM","Diagnostic Summary","iv. Normal activities of daily living","N","1","1=Yes; 0=No; 2=Marginal",""
"ADNIGO","SX","VITALS","Vital Signs","","N","10 digits","",""
"ADNIGO","DXMPTR5","DXSUM","Diagnostic Summary","v. Objective memory impairment for age and education","N","1","1=Yes; 0=No",""
"ADNIGO","DXMPTR6","DXSUM","Diagnostic Summary","vi. Not demented by diagnostic criteria","N","1","1=Yes;0=No",""
"ADNIGO","DXMDUE","DXSUM","Diagnostic Summary","2b. Suspected cause of MCI:","N","1","1=MCI due to Alzheimer's Disease; 2=MCI due to other etiology",""
"ADNIGO","RID","VITALS","Vital Signs","Participant roster ID","N","38 digits","",""
"ADNIGO","DXMOTHET","DXSUM","Diagnostic Summary","If MCI due to other etiology, select box(es) to indicate reason:","T","20","1=Fronto-temporal Dementia; 2=Parkinson's Disease; 3=Huntington's Disease; 4=Progressive Supranuclear Palsy; 5=Alcohol-related Dementia; 6=NPH; 7=Major Depression; 8=Corticobasal Degeneration; 9=Vascular Dementia; 10=Prion-Associated Dementia; 11=HIV; 12=Primary Progressive Aphasia; 13=Posterior Cortical Dysfunction; 14=Other (specify)",""
"ADNIGO","VISCODE","VITALS","Vital Signs","Visit code","T","20 characters","",""
"ADNIGO","DXMOTHSP","DXSUM","Diagnostic Summary","Other (specify)","T","100","",""
"ADNIGO","DXDSEV","DXSUM","Diagnostic Summary","3a.  Dementia Severity - Clinician's Impression","N","1","1=Mild; 2=Moderate; 3=Severe",""
"ADNIGO","DXDDUE","DXSUM","Diagnostic Summary","3b.  Suspected cause of dementia","N","1","1=Dementia due to Alzheimer's Disease; 2=Dementia due to other etiology",""
"ADNIGO","DXAPP","DXSUM","Diagnostic Summary","If Dementia due to Alzheimer's Disease, indicate likelihood:","N","1","1=Probable; 2=Possible",""
"ADNIGO","DXAPOSS","DXSUM","Diagnostic Summary","If Possible AD, select box(es) to indicate reason:","T","25","1=Atypical clinical course or features (specify); 2=Stroke(s); 3=Depression; 4=Delirium; 5=Parkinsonism; 6=Metabolic / Toxic Disorder (specify); 7=Other (specify)",""
"ADNIGO","DXAATYSP","DXSUM","Diagnostic Summary","Atypical clinical course or features (specify)","T","100","",""
"ADNIGO","VORDER","VISITS","","","N","38","",""
"ADNIGO","DXAMETSP","DXSUM","Diagnostic Summary","Metabolic / Toxic Disorder (specify)","T","100","",""
"ADNIGO","DXAOTHSP","DXSUM","Diagnostic Summary","Other (specify)","T","100","",""
"ADNIGO","DXODES","DXSUM","Diagnostic Summary","If dementia due to other etiology, select best diagnosis:","N","2","1=Fronto-temporal Dementia; 2=Parkinson's Disease; 3=Huntington's Disease; 4=Progressive Supranuclear Palsy; 5=Alcohol-related Dementia; 6=NPH; 7=Major Depression; 8=Corticobasal Degeneration; 9=Vascular Dementia; 10=Prion-Associated Dementia; 11=HIV; 12=Primary Progressive Aphasia; 13=Posterior Cortical Dysfunction; 14=Other (specify)",""
"ADNIGO","DXOOTHSP","DXSUM","Diagnostic Summary","Other (specify)","T","100","",""
"ADNIGO","DXDEP","DXSUM","Diagnostic Summary","4a. Depressive symptoms present?","N","1","1=Yes; 0=No",""
"ADNIGO","DXDEPSP","DXSUM","Diagnostic Summary","If yes, please describe","T","100","",""
"ADNIGO","DXPARK","DXSUM","Diagnostic Summary","4b.  Parkinsonism symptoms present?","N","1","1=Yes; 0=No",""
"ADNIGO","DXPARKSP","DXSUM","Diagnostic Summary","If yes, please describe","T","100","",""
"ADNIGO","ID","ECOGPT","Everyday Cognition - Participant Self-Report","Record ID","N","38","""crfname"",""Everyday Cognition - Participant Self-Report"",""indexes"",""adnigo_ecogpt_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","ECOGPT","Everyday Cognition - Participant Self-Report","","N","10 digits","",""
"ADNIGO","RID","ECOGPT","Everyday Cognition - Participant Self-Report","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","ECOGPT","Everyday Cognition - Participant Self-Report","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","ECOGPT","Everyday Cognition - Participant Self-Report","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","ECOGPT","Everyday Cognition - Participant Self-Report","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","ECOGPT","Everyday Cognition - Participant Self-Report","","N","1 digit","",""
"ADNIGO","VERIFY","ECOGPT","Everyday Cognition - Participant Self-Report","","N","1 digit","",""
"ADNIGO","USERID","ECOGPT","Everyday Cognition - Participant Self-Report","","T","100 characters","",""
"ADNIGO","USERDATE","ECOGPT","Everyday Cognition - Participant Self-Report","Date record created","S","100 digits","",""
"ADNIGO","USERID2","ECOGPT","Everyday Cognition - Participant Self-Report","","T","100 characters","",""
"ADNIGO","USERDATE2","ECOGPT","Everyday Cognition - Participant Self-Report","Date record last updated","S","100 digits","",""
